Product Id,Product Handle,Product Title,Product Subtitle,Product Description,Product Status,Product Thumbnail,Product Weight,Product Length,Product Width,Product Height,Product HS Code,Product Origin Country,Product MID Code,Product Material,Product Collection Id,Product Type Id,Product Tag 1,Product Tag 2,Product Discountable,Product External Id,Variant Id,Variant Title,Variant SKU,Variant Barcode,Variant Allow Backorder,Variant Manage Inventory,Variant Weight,Variant Length,Variant Width,Variant Height,Variant HS Code,Variant Origin Country,Variant MID Code,Variant Material,Variant Price EUR,Variant Price USD,Variant Option 1 Name,Variant Option 1 Value,Variant Option 2 Name,Variant Option 2 Value,Product Image 1 Url,Product Image 2 Url
,suit-indigo,Indigo Suit,Premium Indigo Suit - Deep Blue Excellence,"Rich indigo suit that offers versatility for both business and special occasions. A modern alternative to traditional navy with deeper, richer tones.",published,https://kct-menswear.com/images/suits/suit-indigo-front.jpg,1500,,,,6203.39.10,USA,,Premium Wool Blend,business-suits,suits,Indigo,2-Piece,TRUE,,,Indigo Suit 40R 2-Piece,KCT-INDIGO-40R-2P,,FALSE,TRUE,1500,,,,,,,Premium Wool Blend,165.59,179.99,Size,40R,Type,2-Piece,https://kct-menswear.com/images/suits/suit-indigo-front.jpg,https://kct-menswear.com/images/suits/suit-indigo-back.jpg
,suit-indigo,Indigo Suit,Premium Indigo Suit - Deep Blue Excellence,"Rich indigo suit that offers versatility for both business and special occasions. A modern alternative to traditional navy with deeper, richer tones.",published,https://kct-menswear.com/images/suits/suit-indigo-front.jpg,1600,,,,6203.39.10,USA,,Premium Wool Blend,business-suits,suits,Indigo,3-Piece,TRUE,,,Indigo Suit 40R 3-Piece,KCT-INDIGO-40R-3P,,FALSE,TRUE,1600,,,,,,,Premium Wool Blend,183.99,199.99,Size,40R,Type,3-Piece,https://kct-menswear.com/images/suits/suit-indigo-front.jpg,https://kct-menswear.com/images/suits/suit-indigo-back.jpg
,suit-indigo,Indigo Suit,Premium Indigo Suit - Deep Blue Excellence,"Rich indigo suit that offers versatility for both business and special occasions. A modern alternative to traditional navy with deeper, richer tones.",published,https://kct-menswear.com/images/suits/suit-indigo-front.jpg,1500,,,,6203.39.10,USA,,Premium Wool Blend,business-suits,suits,Indigo,2-Piece,TRUE,,,Indigo Suit 42R 2-Piece,KCT-INDIGO-42R-2P,,FALSE,TRUE,1500,,,,,,,Premium Wool Blend,165.59,179.99,Size,42R,Type,2-Piece,https://kct-menswear.com/images/suits/suit-indigo-front.jpg,https://kct-menswear.com/images/suits/suit-indigo-back.jpg
,suit-indigo,Indigo Suit,Premium Indigo Suit - Deep Blue Excellence,"Rich indigo suit that offers versatility for both business and special occasions. A modern alternative to traditional navy with deeper, richer tones.",published,https://kct-menswear.com/images/suits/suit-indigo-front.jpg,1600,,,,6203.39.10,USA,,Premium Wool Blend,business-suits,suits,Indigo,3-Piece,TRUE,,,Indigo Suit 42R 3-Piece,KCT-INDIGO-42R-3P,,FALSE,TRUE,1600,,,,,,,Premium Wool Blend,183.99,199.99,Size,42R,Type,3-Piece,https://kct-menswear.com/images/suits/suit-indigo-front.jpg,https://kct-menswear.com/images/suits/suit-indigo-back.jpg
,suit-indigo,Indigo Suit,Premium Indigo Suit - Deep Blue Excellence,"Rich indigo suit that offers versatility for both business and special occasions. A modern alternative to traditional navy with deeper, richer tones.",published,https://kct-menswear.com/images/suits/suit-indigo-front.jpg,1500,,,,6203.39.10,USA,,Premium Wool Blend,business-suits,suits,Indigo,2-Piece,TRUE,,,Indigo Suit 44R 2-Piece,KCT-INDIGO-44R-2P,,FALSE,TRUE,1500,,,,,,,Premium Wool Blend,165.59,179.99,Size,44R,Type,2-Piece,https://kct-menswear.com/images/suits/suit-indigo-front.jpg,https://kct-menswear.com/images/suits/suit-indigo-back.jpg
,suit-indigo,Indigo Suit,Premium Indigo Suit - Deep Blue Excellence,"Rich indigo suit that offers versatility for both business and special occasions. A modern alternative to traditional navy with deeper, richer tones.",published,https://kct-menswear.com/images/suits/suit-indigo-front.jpg,1600,,,,6203.39.10,USA,,Premium Wool Blend,business-suits,suits,Indigo,3-Piece,TRUE,,,Indigo Suit 44R 3-Piece,KCT-INDIGO-44R-3P,,FALSE,TRUE,1600,,,,,,,Premium Wool Blend,183.99,199.99,Size,44R,Type,3-Piece,https://kct-menswear.com/images/suits/suit-indigo-front.jpg,https://kct-menswear.com/images/suits/suit-indigo-back.jpg
,suit-indigo,Indigo Suit,Premium Indigo Suit - Deep Blue Excellence,"Rich indigo suit that offers versatility for both business and special occasions. A modern alternative to traditional navy with deeper, richer tones.",published,https://kct-menswear.com/images/suits/suit-indigo-front.jpg,1500,,,,6203.39.10,USA,,Premium Wool Blend,business-suits,suits,Indigo,2-Piece,TRUE,,,Indigo Suit 46R 2-Piece,KCT-INDIGO-46R-2P,,FALSE,TRUE,1500,,,,,,,Premium Wool Blend,165.59,179.99,Size,46R,Type,2-Piece,https://kct-menswear.com/images/suits/suit-indigo-front.jpg,https://kct-menswear.com/images/suits/suit-indigo-back.jpg
,suit-indigo,Indigo Suit,Premium Indigo Suit - Deep Blue Excellence,"Rich indigo suit that offers versatility for both business and special occasions. A modern alternative to traditional navy with deeper, richer tones.",published,https://kct-menswear.com/images/suits/suit-indigo-front.jpg,1600,,,,6203.39.10,USA,,Premium Wool Blend,business-suits,suits,Indigo,3-Piece,TRUE,,,Indigo Suit 46R 3-Piece,KCT-INDIGO-46R-3P,,FALSE,TRUE,1600,,,,,,,Premium Wool Blend,183.99,199.99,Size,46R,Type,3-Piece,https://kct-menswear.com/images/suits/suit-indigo-front.jpg,https://kct-menswear.com/images/suits/suit-indigo-back.jpg
,suit-midnight-blue,Midnight Blue Suit,Premium Midnight Blue Suit - Elegant Alternative to Black,"Luxurious midnight blue suit that appears nearly black in low light but reveals rich blue tones in natural light. Perfect for formal events and black-tie optional occasions.",published,https://kct-menswear.com/images/suits/suit-midnight-blue-front.jpg,1500,,,,6203.39.10,USA,,Super 120s Wool,formal-suits,suits,Midnight Blue,2-Piece,TRUE,,,Midnight Blue Suit 38R 2-Piece,KCT-MIDNIGHT-BLUE-38R-2P,,FALSE,TRUE,1500,,,,,,,Super 120s Wool,165.59,179.99,Size,38R,Type,2-Piece,https://kct-menswear.com/images/suits/suit-midnight-blue-front.jpg,https://kct-menswear.com/images/suits/suit-midnight-blue-back.jpg
,suit-midnight-blue,Midnight Blue Suit,Premium Midnight Blue Suit - Elegant Alternative to Black,"Luxurious midnight blue suit that appears nearly black in low light but reveals rich blue tones in natural light. Perfect for formal events and black-tie optional occasions.",published,https://kct-menswear.com/images/suits/suit-midnight-blue-front.jpg,1600,,,,6203.39.10,USA,,Super 120s Wool,formal-suits,suits,Midnight Blue,3-Piece,TRUE,,,Midnight Blue Suit 38R 3-Piece,KCT-MIDNIGHT-BLUE-38R-3P,,FALSE,TRUE,1600,,,,,,,Super 120s Wool,183.99,199.99,Size,38R,Type,3-Piece,https://kct-menswear.com/images/suits/suit-midnight-blue-front.jpg,https://kct-menswear.com/images/suits/suit-midnight-blue-back.jpg
,suit-midnight-blue,Midnight Blue Suit,Premium Midnight Blue Suit - Elegant Alternative to Black,"Luxurious midnight blue suit that appears nearly black in low light but reveals rich blue tones in natural light. Perfect for formal events and black-tie optional occasions.",published,https://kct-menswear.com/images/suits/suit-midnight-blue-front.jpg,1500,,,,6203.39.10,USA,,Super 120s Wool,formal-suits,suits,Midnight Blue,2-Piece,TRUE,,,Midnight Blue Suit 40R 2-Piece,KCT-MIDNIGHT-BLUE-40R-2P,,FALSE,TRUE,1500,,,,,,,Super 120s Wool,165.59,179.99,Size,40R,Type,2-Piece,https://kct-menswear.com/images/suits/suit-midnight-blue-front.jpg,https://kct-menswear.com/images/suits/suit-midnight-blue-back.jpg
,suit-midnight-blue,Midnight Blue Suit,Premium Midnight Blue Suit - Elegant Alternative to Black,"Luxurious midnight blue suit that appears nearly black in low light but reveals rich blue tones in natural light. Perfect for formal events and black-tie optional occasions.",published,https://kct-menswear.com/images/suits/suit-midnight-blue-front.jpg,1600,,,,6203.39.10,USA,,Super 120s Wool,formal-suits,suits,Midnight Blue,3-Piece,TRUE,,,Midnight Blue Suit 40R 3-Piece,KCT-MIDNIGHT-BLUE-40R-3P,,FALSE,TRUE,1600,,,,,,,Super 120s Wool,183.99,199.99,Size,40R,Type,3-Piece,https://kct-menswear.com/images/suits/suit-midnight-blue-front.jpg,https://kct-menswear.com/images/suits/suit-midnight-blue-back.jpg
,suit-midnight-blue,Midnight Blue Suit,Premium Midnight Blue Suit - Elegant Alternative to Black,"Luxurious midnight blue suit that appears nearly black in low light but reveals rich blue tones in natural light. Perfect for formal events and black-tie optional occasions.",published,https://kct-menswear.com/images/suits/suit-midnight-blue-front.jpg,1500,,,,6203.39.10,USA,,Super 120s Wool,formal-suits,suits,Midnight Blue,2-Piece,TRUE,,,Midnight Blue Suit 42R 2-Piece,KCT-MIDNIGHT-BLUE-42R-2P,,FALSE,TRUE,1500,,,,,,,Super 120s Wool,165.59,179.99,Size,42R,Type,2-Piece,https://kct-menswear.com/images/suits/suit-midnight-blue-front.jpg,https://kct-menswear.com/images/suits/suit-midnight-blue-back.jpg
,suit-midnight-blue,Midnight Blue Suit,Premium Midnight Blue Suit - Elegant Alternative to Black,"Luxurious midnight blue suit that appears nearly black in low light but reveals rich blue tones in natural light. Perfect for formal events and black-tie optional occasions.",published,https://kct-menswear.com/images/suits/suit-midnight-blue-front.jpg,1600,,,,6203.39.10,USA,,Super 120s Wool,formal-suits,suits,Midnight Blue,3-Piece,TRUE,,,Midnight Blue Suit 42R 3-Piece,KCT-MIDNIGHT-BLUE-42R-3P,,FALSE,TRUE,1600,,,,,,,Super 120s Wool,183.99,199.99,Size,42R,Type,3-Piece,https://kct-menswear.com/images/suits/suit-midnight-blue-front.jpg,https://kct-menswear.com/images/suits/suit-midnight-blue-back.jpg
,suit-midnight-blue,Midnight Blue Suit,Premium Midnight Blue Suit - Elegant Alternative to Black,"Luxurious midnight blue suit that appears nearly black in low light but reveals rich blue tones in natural light. Perfect for formal events and black-tie optional occasions.",published,https://kct-menswear.com/images/suits/suit-midnight-blue-front.jpg,1500,,,,6203.39.10,USA,,Super 120s Wool,formal-suits,suits,Midnight Blue,2-Piece,TRUE,,,Midnight Blue Suit 44R 2-Piece,KCT-MIDNIGHT-BLUE-44R-2P,,FALSE,TRUE,1500,,,,,,,Super 120s Wool,165.59,179.99,Size,44R,Type,2-Piece,https://kct-menswear.com/images/suits/suit-midnight-blue-front.jpg,https://kct-menswear.com/images/suits/suit-midnight-blue-back.jpg
,suit-midnight-blue,Midnight Blue Suit,Premium Midnight Blue Suit - Elegant Alternative to Black,"Luxurious midnight blue suit that appears nearly black in low light but reveals rich blue tones in natural light. Perfect for formal events and black-tie optional occasions.",published,https://kct-menswear.com/images/suits/suit-midnight-blue-front.jpg,1600,,,,6203.39.10,USA,,Super 120s Wool,formal-suits,suits,Midnight Blue,3-Piece,TRUE,,,Midnight Blue Suit 44R 3-Piece,KCT-MIDNIGHT-BLUE-44R-3P,,FALSE,TRUE,1600,,,,,,,Super 120s Wool,183.99,199.99,Size,44R,Type,3-Piece,https://kct-menswear.com/images/suits/suit-midnight-blue-front.jpg,https://kct-menswear.com/images/suits/suit-midnight-blue-back.jpg
,suit-midnight-blue,Midnight Blue Suit,Premium Midnight Blue Suit - Elegant Alternative to Black,"Luxurious midnight blue suit that appears nearly black in low light but reveals rich blue tones in natural light. Perfect for formal events and black-tie optional occasions.",published,https://kct-menswear.com/images/suits/suit-midnight-blue-front.jpg,1500,,,,6203.39.10,USA,,Super 120s Wool,formal-suits,suits,Midnight Blue,2-Piece,TRUE,,,Midnight Blue Suit 46R 2-Piece,KCT-MIDNIGHT-BLUE-46R-2P,,FALSE,TRUE,1500,,,,,,,Super 120s Wool,165.59,179.99,Size,46R,Type,2-Piece,https://kct-menswear.com/images/suits/suit-midnight-blue-front.jpg,https://kct-menswear.com/images/suits/suit-midnight-blue-back.jpg
,suit-midnight-blue,Midnight Blue Suit,Premium Midnight Blue Suit - Elegant Alternative to Black,"Luxurious midnight blue suit that appears nearly black in low light but reveals rich blue tones in natural light. Perfect for formal events and black-tie optional occasions.",published,https://kct-menswear.com/images/suits/suit-midnight-blue-front.jpg,1600,,,,6203.39.10,USA,,Super 120s Wool,formal-suits,suits,Midnight Blue,3-Piece,TRUE,,,Midnight Blue Suit 46R 3-Piece,KCT-MIDNIGHT-BLUE-46R-3P,,FALSE,TRUE,1600,,,,,,,Super 120s Wool,183.99,199.99,Size,46R,Type,3-Piece,https://kct-menswear.com/images/suits/suit-midnight-blue-front.jpg,https://kct-menswear.com/images/suits/suit-midnight-blue-back.jpg
,suit-beige,Beige Suit,Premium Beige Suit - Light & Sophisticated,"Elegant beige suit perfect for summer events, outdoor weddings, and daytime occasions. Light, breathable, and stylish.",published,https://kct-menswear.com/images/suits/suit-beige-front.jpg,1500,,,,6203.39.10,USA,,Lightweight Wool-Cotton Blend,wedding-suits,suits,Beige,2-Piece,TRUE,,,Beige Suit 38R 2-Piece,KCT-BEIGE-38R-2P,,FALSE,TRUE,1500,,,,,,,Lightweight Wool-Cotton Blend,165.59,179.99,Size,38R,Type,2-Piece,https://kct-menswear.com/images/suits/suit-beige-front.jpg,https://kct-menswear.com/images/suits/suit-beige-back.jpg
,suit-beige,Beige Suit,Premium Beige Suit - Light & Sophisticated,"Elegant beige suit perfect for summer events, outdoor weddings, and daytime occasions. Light, breathable, and stylish.",published,https://kct-menswear.com/images/suits/suit-beige-front.jpg,1600,,,,6203.39.10,USA,,Lightweight Wool-Cotton Blend,wedding-suits,suits,Beige,3-Piece,TRUE,,,Beige Suit 38R 3-Piece,KCT-BEIGE-38R-3P,,FALSE,TRUE,1600,,,,,,,Lightweight Wool-Cotton Blend,183.99,199.99,Size,38R,Type,3-Piece,https://kct-menswear.com/images/suits/suit-beige-front.jpg,https://kct-menswear.com/images/suits/suit-beige-back.jpg
,suit-beige,Beige Suit,Premium Beige Suit - Light & Sophisticated,"Elegant beige suit perfect for summer events, outdoor weddings, and daytime occasions. Light, breathable, and stylish.",published,https://kct-menswear.com/images/suits/suit-beige-front.jpg,1500,,,,6203.39.10,USA,,Lightweight Wool-Cotton Blend,wedding-suits,suits,Beige,2-Piece,TRUE,,,Beige Suit 40R 2-Piece,KCT-BEIGE-40R-2P,,FALSE,TRUE,1500,,,,,,,Lightweight Wool-Cotton Blend,165.59,179.99,Size,40R,Type,2-Piece,https://kct-menswear.com/images/suits/suit-beige-front.jpg,https://kct-menswear.com/images/suits/suit-beige-back.jpg
,suit-beige,Beige Suit,Premium Beige Suit - Light & Sophisticated,"Elegant beige suit perfect for summer events, outdoor weddings, and daytime occasions. Light, breathable, and stylish.",published,https://kct-menswear.com/images/suits/suit-beige-front.jpg,1600,,,,6203.39.10,USA,,Lightweight Wool-Cotton Blend,wedding-suits,suits,Beige,3-Piece,TRUE,,,Beige Suit 40R 3-Piece,KCT-BEIGE-40R-3P,,FALSE,TRUE,1600,,,,,,,Lightweight Wool-Cotton Blend,183.99,199.99,Size,40R,Type,3-Piece,https://kct-menswear.com/images/suits/suit-beige-front.jpg,https://kct-menswear.com/images/suits/suit-beige-back.jpg
,suit-beige,Beige Suit,Premium Beige Suit - Light & Sophisticated,"Elegant beige suit perfect for summer events, outdoor weddings, and daytime occasions. Light, breathable, and stylish.",published,https://kct-menswear.com/images/suits/suit-beige-front.jpg,1500,,,,6203.39.10,USA,,Lightweight Wool-Cotton Blend,wedding-suits,suits,Beige,2-Piece,TRUE,,,Beige Suit 42R 2-Piece,KCT-BEIGE-42R-2P,,FALSE,TRUE,1500,,,,,,,Lightweight Wool-Cotton Blend,165.59,179.99,Size,42R,Type,2-Piece,https://kct-menswear.com/images/suits/suit-beige-front.jpg,https://kct-menswear.com/images/suits/suit-beige-back.jpg
,suit-beige,Beige Suit,Premium Beige Suit - Light & Sophisticated,"Elegant beige suit perfect for summer events, outdoor weddings, and daytime occasions. Light, breathable, and stylish.",published,https://kct-menswear.com/images/suits/suit-beige-front.jpg,1600,,,,6203.39.10,USA,,Lightweight Wool-Cotton Blend,wedding-suits,suits,Beige,3-Piece,TRUE,,,Beige Suit 42R 3-Piece,KCT-BEIGE-42R-3P,,FALSE,TRUE,1600,,,,,,,Lightweight Wool-Cotton Blend,183.99,199.99,Size,42R,Type,3-Piece,https://kct-menswear.com/images/suits/suit-beige-front.jpg,https://kct-menswear.com/images/suits/suit-beige-back.jpg
,suit-beige,Beige Suit,Premium Beige Suit - Light & Sophisticated,"Elegant beige suit perfect for summer events, outdoor weddings, and daytime occasions. Light, breathable, and stylish.",published,https://kct-menswear.com/images/suits/suit-beige-front.jpg,1500,,,,6203.39.10,USA,,Lightweight Wool-Cotton Blend,wedding-suits,suits,Beige,2-Piece,TRUE,,,Beige Suit 44R 2-Piece,KCT-BEIGE-44R-2P,,FALSE,TRUE,1500,,,,,,,Lightweight Wool-Cotton Blend,165.59,179.99,Size,44R,Type,2-Piece,https://kct-menswear.com/images/suits/suit-beige-front.jpg,https://kct-menswear.com/images/suits/suit-beige-back.jpg
,suit-beige,Beige Suit,Premium Beige Suit - Light & Sophisticated,"Elegant beige suit perfect for summer events, outdoor weddings, and daytime occasions. Light, breathable, and stylish.",published,https://kct-menswear.com/images/suits/suit-beige-front.jpg,1600,,,,6203.39.10,USA,,Lightweight Wool-Cotton Blend,wedding-suits,suits,Beige,3-Piece,TRUE,,,Beige Suit 44R 3-Piece,KCT-BEIGE-44R-3P,,FALSE,TRUE,1600,,,,,,,Lightweight Wool-Cotton Blend,183.99,199.99,Size,44R,Type,3-Piece,https://kct-menswear.com/images/suits/suit-beige-front.jpg,https://kct-menswear.com/images/suits/suit-beige-back.jpg
,suit-beige,Beige Suit,Premium Beige Suit - Light & Sophisticated,"Elegant beige suit perfect for summer events, outdoor weddings, and daytime occasions. Light, breathable, and stylish.",published,https://kct-menswear.com/images/suits/suit-beige-front.jpg,1500,,,,6203.39.10,USA,,Lightweight Wool-Cotton Blend,wedding-suits,suits,Beige,2-Piece,TRUE,,,Beige Suit 46R 2-Piece,KCT-BEIGE-46R-2P,,FALSE,TRUE,1500,,,,,,,Lightweight Wool-Cotton Blend,165.59,179.99,Size,46R,Type,2-Piece,https://kct-menswear.com/images/suits/suit-beige-front.jpg,https://kct-menswear.com/images/suits/suit-beige-back.jpg
,suit-beige,Beige Suit,Premium Beige Suit - Light & Sophisticated,"Elegant beige suit perfect for summer events, outdoor weddings, and daytime occasions. Light, breathable, and stylish.",published,https://kct-menswear.com/images/suits/suit-beige-front.jpg,1600,,,,6203.39.10,USA,,Lightweight Wool-Cotton Blend,wedding-suits,suits,Beige,3-Piece,TRUE,,,Beige Suit 46R 3-Piece,KCT-BEIGE-46R-3P,,FALSE,TRUE,1600,,,,,,,Lightweight Wool-Cotton Blend,183.99,199.99,Size,46R,Type,3-Piece,https://kct-menswear.com/images/suits/suit-beige-front.jpg,https://kct-menswear.com/images/suits/suit-beige-back.jpg
,suit-brown,Brown Suit,Premium Brown Suit - Warm & Versatile,"Classic brown suit offering warmth and sophistication. Perfect for fall events, business casual settings, and creative industries.",published,https://kct-menswear.com/images/suits/suit-brown-front.jpg,1500,,,,6203.39.10,USA,,Premium Wool Blend,business-suits,suits,Brown,2-Piece,TRUE,,,Brown Suit 38R 2-Piece,KCT-BROWN-38R-2P,,FALSE,TRUE,1500,,,,,,,Premium Wool Blend,165.59,179.99,Size,38R,Type,2-Piece,https://kct-menswear.com/images/suits/suit-brown-front.jpg,https://kct-menswear.com/images/suits/suit-brown-back.jpg
,suit-brown,Brown Suit,Premium Brown Suit - Warm & Versatile,"Classic brown suit offering warmth and sophistication. Perfect for fall events, business casual settings, and creative industries.",published,https://kct-menswear.com/images/suits/suit-brown-front.jpg,1600,,,,6203.39.10,USA,,Premium Wool Blend,business-suits,suits,Brown,3-Piece,TRUE,,,Brown Suit 38R 3-Piece,KCT-BROWN-38R-3P,,FALSE,TRUE,1600,,,,,,,Premium Wool Blend,183.99,199.99,Size,38R,Type,3-Piece,https://kct-menswear.com/images/suits/suit-brown-front.jpg,https://kct-menswear.com/images/suits/suit-brown-back.jpg
,suit-brown,Brown Suit,Premium Brown Suit - Warm & Versatile,"Classic brown suit offering warmth and sophistication. Perfect for fall events, business casual settings, and creative industries.",published,https://kct-menswear.com/images/suits/suit-brown-front.jpg,1500,,,,6203.39.10,USA,,Premium Wool Blend,business-suits,suits,Brown,2-Piece,TRUE,,,Brown Suit 40R 2-Piece,KCT-BROWN-40R-2P,,FALSE,TRUE,1500,,,,,,,Premium Wool Blend,165.59,179.99,Size,40R,Type,2-Piece,https://kct-menswear.com/images/suits/suit-brown-front.jpg,https://kct-menswear.com/images/suits/suit-brown-back.jpg
,suit-brown,Brown Suit,Premium Brown Suit - Warm & Versatile,"Classic brown suit offering warmth and sophistication. Perfect for fall events, business casual settings, and creative industries.",published,https://kct-menswear.com/images/suits/suit-brown-front.jpg,1600,,,,6203.39.10,USA,,Premium Wool Blend,business-suits,suits,Brown,3-Piece,TRUE,,,Brown Suit 40R 3-Piece,KCT-BROWN-40R-3P,,FALSE,TRUE,1600,,,,,,,Premium Wool Blend,183.99,199.99,Size,40R,Type,3-Piece,https://kct-menswear.com/images/suits/suit-brown-front.jpg,https://kct-menswear.com/images/suits/suit-brown-back.jpg
,suit-brown,Brown Suit,Premium Brown Suit - Warm & Versatile,"Classic brown suit offering warmth and sophistication. Perfect for fall events, business casual settings, and creative industries.",published,https://kct-menswear.com/images/suits/suit-brown-front.jpg,1500,,,,6203.39.10,USA,,Premium Wool Blend,business-suits,suits,Brown,2-Piece,TRUE,,,Brown Suit 42R 2-Piece,KCT-BROWN-42R-2P,,FALSE,TRUE,1500,,,,,,,Premium Wool Blend,165.59,179.99,Size,42R,Type,2-Piece,https://kct-menswear.com/images/suits/suit-brown-front.jpg,https://kct-menswear.com/images/suits/suit-brown-back.jpg
,suit-brown,Brown Suit,Premium Brown Suit - Warm & Versatile,"Classic brown suit offering warmth and sophistication. Perfect for fall events, business casual settings, and creative industries.",published,https://kct-menswear.com/images/suits/suit-brown-front.jpg,1600,,,,6203.39.10,USA,,Premium Wool Blend,business-suits,suits,Brown,3-Piece,TRUE,,,Brown Suit 42R 3-Piece,KCT-BROWN-42R-3P,,FALSE,TRUE,1600,,,,,,,Premium Wool Blend,183.99,199.99,Size,42R,Type,3-Piece,https://kct-menswear.com/images/suits/suit-brown-front.jpg,https://kct-menswear.com/images/suits/suit-brown-back.jpg
